city,area,price,availability_365,date,event_count,avg_influence,total_influence
Bronx,Pelham Bay,183.0,270,2025-11-10,1.0,0.76,0.76
Manhattan,NoHo,235.0,248,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,310.0,253,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,75.0,352,2025-11-10,0.0,0.0,0.0
Brooklyn,East New York,120.0,255,2025-11-10,0.0,0.0,0.0
Brooklyn,Kensington,80.0,179,2025-11-10,3.0,0.47,1.41
Bronx,Morrisania,50.0,365,2025-11-10,3.0,0.54,1.62
Brooklyn,Crown Heights,259.0,259,2025-11-10,0.0,0.0,0.0
Queens,Flushing,48.0,86,2025-11-10,5.0,0.32,1.6
Manhattan,Lower East Side,137.0,298,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,142.0,365,2025-11-10,0.0,0.0,0.0
Queens,Ditmars Steinway,84.0,123,2025-11-10,5.0,0.44,2.2
Queens,Arverne,514.0,341,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,184.0,280,2025-11-10,0.0,0.0,0.0
Manhattan,Marble Hill,163.0,270,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,126.0,264,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,130.0,88,2025-11-10,0.0,0.0,0.0
Brooklyn,East New York,109.0,60,2025-11-10,4.0,0.77,3.08
Manhattan,Murray Hill,170.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,165.0,210,2025-11-10,0.0,0.0,0.0
Manhattan,Murray Hill,194.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,399.0,71,2025-11-10,0.0,0.0,0.0
Brooklyn,Brighton Beach,190.0,290,2025-11-10,0.0,0.0,0.0
Staten Island,St. George,96.0,362,2025-11-10,0.0,0.0,0.0
Manhattan,Murray Hill,180.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,73.0,173,2025-11-10,0.0,0.0,0.0
Manhattan,Murray Hill,180.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,256.0,270,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,50.0,177,2025-11-10,0.0,0.0,0.0
Queens,South Ozone Park,43.0,274,2025-11-10,4.0,0.66,2.64
Brooklyn,Bedford-Stuyvesant,94.0,358,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatbush,36.0,278,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,1043.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,185.0,105,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,98.0,270,2025-11-10,0.0,0.0,0.0
Manhattan,Kips Bay,118.0,334,2025-11-10,0.0,0.0,0.0
Brooklyn,Park Slope,600.0,365,2025-11-10,0.0,0.0,0.0
Queens,Astoria,121.0,58,2025-11-10,0.0,0.0,0.0
Manhattan,Murray Hill,180.0,365,2025-11-10,2.0,0.42,0.84
Manhattan,Chelsea,642.0,364,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,98.0,235,2025-11-10,0.0,0.0,0.0
Manhattan,Kips Bay,249.0,365,2025-11-10,1.0,0.45,0.45
Brooklyn,Williamsburg,255.0,303,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatbush,47.0,155,2025-11-10,0.0,0.0,0.0
Manhattan,Kips Bay,162.0,240,2025-11-10,0.0,0.0,0.0
Queens,Springfield Gardens,96.0,351,2025-11-10,1.0,0.79,0.79
Queens,Sunnyside,87.0,229,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,161.0,112,2025-11-10,0.0,0.0,0.0
Manhattan,East Harlem,170.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Borough Park,56.0,338,2025-11-10,0.0,0.0,0.0
Brooklyn,Borough Park,48.0,334,2025-11-10,0.0,0.0,0.0
Brooklyn,East New York,51.0,191,2025-11-10,5.0,0.43,2.15
Brooklyn,Borough Park,48.0,153,2025-11-10,0.0,0.0,0.0
Manhattan,Greenwich Village,525.0,309,2025-11-10,0.0,0.0,0.0
Queens,Hollis,113.0,59,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,71.0,177,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,75.0,305,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,245.0,317,2025-11-10,0.0,0.0,0.0
Brooklyn,Fort Greene,136.0,147,2025-11-10,0.0,0.0,0.0
Manhattan,Tribeca,333.0,120,2025-11-10,0.0,0.0,0.0
Staten Island,St. George,67.0,180,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,162.0,83,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,89.0,360,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,299.0,334,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,59.0,328,2025-11-10,0.0,0.0,0.0
Brooklyn,Prospect-Lefferts Gardens,160.0,173,2025-11-10,0.0,0.0,0.0
Queens,Jackson Heights,96.0,285,2025-11-10,2.0,0.5,1.0
Brooklyn,Bensonhurst,158.0,365,2025-11-10,0.0,0.0,0.0
Queens,Bayswater,199.0,363,2025-11-10,0.0,0.0,0.0
Brooklyn,Brownsville,300.0,364,2025-11-10,0.0,0.0,0.0
Manhattan,Gramercy,87.0,359,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,178.0,258,2025-11-10,0.0,0.0,0.0
Brooklyn,Greenpoint,110.0,177,2025-11-10,0.0,0.0,0.0
Queens,Astoria,160.0,159,2025-11-10,0.0,0.0,0.0
Queens,Sunnyside,200.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Murray Hill,180.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatlands,200.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,144.0,251,2025-11-10,2.0,0.7,1.4
Queens,Sunnyside,60.0,116,2025-11-10,0.0,0.0,0.0
Queens,Sunnyside,65.0,105,2025-11-10,0.0,0.0,0.0
Queens,Sunnyside,74.0,156,2025-11-10,0.0,0.0,0.0
Brooklyn,East New York,184.0,339,2025-11-10,4.0,0.64,2.56
Manhattan,Harlem,181.0,270,2025-11-10,0.0,0.0,0.0
Manhattan,Two Bridges,256.0,207,2025-11-10,3.0,0.58,1.7399999999999998
Manhattan,Flatiron District,439.0,0,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,131.0,258,2025-11-10,0.0,0.0,0.0
Brooklyn,Clinton Hill,111.0,197,2025-11-10,0.0,0.0,0.0
Manhattan,East Village,130.0,365,2025-11-10,0.0,0.0,0.0
Queens,South Ozone Park,195.0,154,2025-11-10,0.0,0.0,0.0
Manhattan,Murray Hill,175.0,273,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,135.0,59,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,48.0,315,2025-11-10,0.0,0.0,0.0
Brooklyn,Carroll Gardens,213.0,103,2025-11-10,1.0,0.84,0.84
Brooklyn,Prospect Heights,164.0,4,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,259.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,50.0,359,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,210.0,259,2025-11-10,2.0,0.43,0.86
Brooklyn,East Flatbush,100.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,97.0,83,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,95.0,338,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatbush,55.0,273,2025-11-10,4.0,0.74,2.96
Brooklyn,Williamsburg,99.0,134,2025-11-10,0.0,0.0,0.0
Brooklyn,Canarsie,189.0,319,2025-11-10,4.0,0.4,1.6
Brooklyn,Gravesend,79.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,SoHo,1504.0,179,2025-11-10,0.0,0.0,0.0
Manhattan,Upper West Side,482.0,31,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,113.0,60,2025-11-10,0.0,0.0,0.0
Brooklyn,Canarsie,100.0,364,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,169.0,134,2025-11-10,0.0,0.0,0.0
Queens,St. Albans,113.0,364,2025-11-10,0.0,0.0,0.0
Manhattan,Gramercy,72.0,363,2025-11-10,0.0,0.0,0.0
Manhattan,Kips Bay,214.0,334,2025-11-10,0.0,0.0,0.0
Manhattan,Gramercy,70.0,363,2025-11-10,0.0,0.0,0.0
Manhattan,Gramercy,91.0,354,2025-11-10,4.0,0.67,2.68
Brooklyn,Bedford-Stuyvesant,192.0,311,2025-11-10,0.0,0.0,0.0
Bronx,Norwood,45.0,274,2025-11-10,3.0,0.82,2.46
Manhattan,Murray Hill,3999.0,215,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,135.0,246,2025-11-10,0.0,0.0,0.0
Manhattan,East Harlem,170.0,217,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,85.0,239,2025-11-10,0.0,0.0,0.0
Brooklyn,Midwood,89.0,349,2025-11-10,0.0,0.0,0.0
Brooklyn,Prospect-Lefferts Gardens,110.0,195,2025-11-10,0.0,0.0,0.0
Manhattan,Upper West Side,482.0,150,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,195.0,214,2025-11-10,0.0,0.0,0.0
Brooklyn,Sheepshead Bay,61.0,89,2025-11-10,2.0,0.57,1.14
Brooklyn,Flatbush,96.0,258,2025-11-10,0.0,0.0,0.0
Queens,St. Albans,240.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,Kensington,61.0,90,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,70.0,335,2025-11-10,0.0,0.0,0.0
Manhattan,Kips Bay,125.0,91,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,2250.0,90,2025-11-10,5.0,0.73,3.65
Brooklyn,Bushwick,102.0,306,2025-11-10,0.0,0.0,0.0
Queens,Elmhurst,99.0,339,2025-11-10,0.0,0.0,0.0
Queens,Sunnyside,121.0,260,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,146.0,143,2025-11-10,0.0,0.0,0.0
Brooklyn,Columbia St,73.0,332,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,187.0,104,2025-11-10,5.0,0.79,3.95
Brooklyn,Bedford-Stuyvesant,221.0,204,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,38.0,336,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,45.0,336,2025-11-10,4.0,0.38,1.52
Brooklyn,Williamsburg,165.0,158,2025-11-10,0.0,0.0,0.0
Manhattan,East Village,97.0,178,2025-11-10,0.0,0.0,0.0
Brooklyn,Vinegar Hill,170.0,306,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,93.0,212,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,251.0,270,2025-11-10,4.0,0.72,2.88
Brooklyn,East Flatbush,75.0,270,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,75.0,270,2025-11-10,3.0,0.85,2.55
Bronx,Concourse,161.0,365,2025-11-10,0.0,0.0,0.0
Queens,East Elmhurst,150.0,365,2025-11-10,4.0,0.65,2.6
Manhattan,West Village,284.0,358,2025-11-10,0.0,0.0,0.0
Bronx,East Morrisania,101.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,135.0,88,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,159.0,16,2025-11-10,0.0,0.0,0.0
Bronx,Allerton,271.0,365,2025-11-10,0.0,0.0,0.0
Queens,Astoria,195.0,269,2025-11-10,0.0,0.0,0.0
Brooklyn,Borough Park,71.0,269,2025-11-10,0.0,0.0,0.0
Brooklyn,Clinton Hill,145.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Kips Bay,280.0,271,2025-11-10,0.0,0.0,0.0
Staten Island,Arrochar,78.0,365,2025-11-10,0.0,0.0,0.0
Bronx,Highbridge,64.0,365,2025-11-10,0.0,0.0,0.0
Queens,Elmhurst,122.0,304,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,135.0,161,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,125.0,64,2025-11-10,0.0,0.0,0.0
Brooklyn,Bath Beach,45.0,88,2025-11-10,2.0,0.41,0.82
Queens,Rego Park,214.0,220,2025-11-10,4.0,0.38,1.52
Manhattan,Upper East Side,332.0,286,2025-11-10,0.0,0.0,0.0
Brooklyn,Bensonhurst,225.0,269,2025-11-10,0.0,0.0,0.0
Brooklyn,Bath Beach,45.0,149,2025-11-10,4.0,0.46,1.84
Manhattan,Washington Heights,200.0,326,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,91.0,238,2025-11-10,0.0,0.0,0.0
Manhattan,Chelsea,143.0,364,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,102.0,190,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,145.0,232,2025-11-10,2.0,0.36,0.72
Brooklyn,East New York,106.0,282,2025-11-10,0.0,0.0,0.0
Manhattan,Two Bridges,110.0,64,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,89.0,110,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,191.0,138,2025-11-10,0.0,0.0,0.0
Brooklyn,Windsor Terrace,160.0,124,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,167.0,136,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,149.0,220,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,123.0,307,2025-11-10,0.0,0.0,0.0
Manhattan,Washington Heights,175.0,267,2025-11-10,0.0,0.0,0.0
Bronx,Westchester Square,65.0,269,2025-11-10,0.0,0.0,0.0
Queens,East Elmhurst,100.0,11,2025-11-10,1.0,0.61,0.61
Brooklyn,Bedford-Stuyvesant,80.0,274,2025-11-10,5.0,0.34,1.7000000000000002
Manhattan,Upper East Side,143.0,360,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,85.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,395.0,89,2025-11-10,0.0,0.0,0.0
Staten Island,Shore Acres,113.0,347,2025-11-10,0.0,0.0,0.0
Bronx,Williamsbridge,93.0,274,2025-11-10,0.0,0.0,0.0
Manhattan,Lower East Side,227.0,43,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,471.0,3,2025-11-10,0.0,0.0,0.0
Queens,Bayside,145.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,Prospect-Lefferts Gardens,225.0,162,2025-11-10,4.0,0.43,1.72
Brooklyn,Crown Heights,58.0,197,2025-11-10,0.0,0.0,0.0
Queens,Jamaica,44.0,240,2025-11-10,0.0,0.0,0.0
Manhattan,West Village,679.0,338,2025-11-10,0.0,0.0,0.0
Bronx,Melrose,58.0,354,2025-11-10,0.0,0.0,0.0
Queens,Astoria,67.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatbush,82.0,157,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,153.0,60,2025-11-10,2.0,0.56,1.12
Queens,Astoria,135.0,320,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,140.0,240,2025-11-10,0.0,0.0,0.0
Manhattan,East Harlem,140.0,189,2025-11-10,5.0,0.58,2.9
Brooklyn,Bedford-Stuyvesant,180.0,52,2025-11-10,3.0,0.64,1.92
Brooklyn,Flatbush,144.0,79,2025-11-10,0.0,0.0,0.0
Queens,Astoria,167.0,215,2025-11-10,1.0,0.72,0.72
Brooklyn,Williamsburg,125.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Washington Heights,264.0,335,2025-11-10,0.0,0.0,0.0
Brooklyn,Prospect-Lefferts Gardens,190.0,290,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,115.0,90,2025-11-10,0.0,0.0,0.0
Queens,Woodside,150.0,77,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,99.0,60,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,35.0,280,2025-11-10,4.0,0.33,1.32
Brooklyn,Williamsburg,642.0,358,2025-11-10,0.0,0.0,0.0
Queens,Elmhurst,140.0,142,2025-11-10,0.0,0.0,0.0
Queens,Astoria,96.0,141,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,125.0,335,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,270.0,335,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatbush,125.0,336,2025-11-10,1.0,0.35,0.35
Manhattan,Battery Park City,292.0,249,2025-11-10,4.0,0.34,1.36
Brooklyn,Canarsie,80.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,East Harlem,74.0,286,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,80.0,184,2025-11-10,4.0,0.55,2.2
Brooklyn,Brighton Beach,105.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,East Harlem,78.0,37,2025-11-10,0.0,0.0,0.0
Staten Island,Clifton,63.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Gramercy,76.0,363,2025-11-10,0.0,0.0,0.0
Manhattan,Chinatown,699.0,270,2025-11-10,4.0,0.33,1.32
Bronx,Pelham Gardens,38.0,332,2025-11-10,0.0,0.0,0.0
Queens,Arverne,133.0,177,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,126.0,300,2025-11-10,0.0,0.0,0.0
Manhattan,East Village,280.0,314,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,423.0,347,2025-11-10,1.0,0.75,0.75
Queens,Jackson Heights,130.0,179,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,86.0,265,2025-11-10,0.0,0.0,0.0
Brooklyn,Sunset Park,51.0,356,2025-11-10,0.0,0.0,0.0
Brooklyn,Cypress Hills,103.0,291,2025-11-10,0.0,0.0,0.0
Queens,Ridgewood,442.0,364,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,225.0,70,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatbush,1140.0,133,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,130.0,326,2025-11-10,0.0,0.0,0.0
Manhattan,Financial District,132.0,244,2025-11-10,0.0,0.0,0.0
Queens,Ridgewood,89.0,269,2025-11-10,0.0,0.0,0.0
Manhattan,Gramercy,65.0,363,2025-11-10,0.0,0.0,0.0
Manhattan,West Village,356.0,102,2025-11-10,3.0,0.43,1.29
Manhattan,East Village,1212.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,80.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,399.0,74,2025-11-10,0.0,0.0,0.0
Queens,Ditmars Steinway,61.0,56,2025-11-10,0.0,0.0,0.0
Manhattan,East Village,18.0,303,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,103.0,249,2025-11-10,0.0,0.0,0.0
Queens,Ridgewood,65.0,58,2025-11-10,0.0,0.0,0.0
Queens,Ridgewood,287.0,91,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,184.0,170,2025-11-10,0.0,0.0,0.0
Brooklyn,Bay Ridge,64.0,364,2025-11-10,0.0,0.0,0.0
Brooklyn,Kensington,517.0,279,2025-11-10,0.0,0.0,0.0
Manhattan,Gramercy,72.0,363,2025-11-10,0.0,0.0,0.0
Brooklyn,Bensonhurst,174.0,176,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,145.0,212,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,179.0,355,2025-11-10,0.0,0.0,0.0
Manhattan,Kips Bay,152.0,339,2025-11-10,0.0,0.0,0.0
Queens,Sunnyside,89.0,51,2025-11-10,0.0,0.0,0.0
Queens,Woodhaven,48.0,60,2025-11-10,2.0,0.86,1.72
Manhattan,Tribeca,430.0,94,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,655.0,266,2025-11-10,0.0,0.0,0.0
Brooklyn,Brighton Beach,238.0,269,2025-11-10,0.0,0.0,0.0
Brooklyn,DUMBO,365.0,79,2025-11-10,2.0,0.59,1.18
Manhattan,East Village,60.0,164,2025-11-10,0.0,0.0,0.0
Brooklyn,Flatbush,55.0,358,2025-11-10,0.0,0.0,0.0
Manhattan,Washington Heights,175.0,267,2025-11-10,3.0,0.57,1.71
Manhattan,Washington Heights,300.0,267,2025-11-10,0.0,0.0,0.0
Queens,St. Albans,85.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,100.0,270,2025-11-10,3.0,0.77,2.31
Queens,Rockaway Beach,246.0,179,2025-11-10,0.0,0.0,0.0
Brooklyn,Midwood,429.0,270,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,100.0,179,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,165.0,297,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,118.0,173,2025-11-10,4.0,0.73,2.92
Brooklyn,Midwood,75.0,61,2025-11-10,4.0,0.66,2.64
Brooklyn,Bedford-Stuyvesant,80.0,274,2025-11-10,2.0,0.86,1.72
Queens,Richmond Hill,180.0,297,2025-11-10,4.0,0.55,2.2
Manhattan,East Village,650.0,274,2025-11-10,0.0,0.0,0.0
Queens,Sunnyside,166.0,365,2025-11-10,0.0,0.0,0.0
Queens,Astoria,192.0,282,2025-11-10,0.0,0.0,0.0
Queens,Jamaica,49.0,42,2025-11-10,0.0,0.0,0.0
Queens,Astoria,55.0,306,2025-11-10,4.0,0.79,3.16
Queens,Astoria,55.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Lower East Side,46.0,330,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,115.0,274,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,158.0,61,2025-11-10,0.0,0.0,0.0
Queens,East Elmhurst,101.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Murray Hill,230.0,335,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,251.0,240,2025-11-10,0.0,0.0,0.0
Brooklyn,East Flatbush,55.0,90,2025-11-10,0.0,0.0,0.0
Queens,South Ozone Park,144.0,270,2025-11-10,0.0,0.0,0.0
Queens,South Ozone Park,144.0,365,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,300.0,150,2025-11-10,0.0,0.0,0.0
Brooklyn,Fort Greene,141.0,67,2025-11-10,0.0,0.0,0.0
Queens,East Elmhurst,97.0,224,2025-11-10,0.0,0.0,0.0
Manhattan,West Village,165.0,266,2025-11-10,0.0,0.0,0.0
Queens,Neponsit,295.0,178,2025-11-10,0.0,0.0,0.0
Brooklyn,Greenpoint,225.0,271,2025-11-10,0.0,0.0,0.0
Queens,Flushing,100.0,343,2025-11-10,0.0,0.0,0.0
Manhattan,Murray Hill,175.0,0,2025-11-10,3.0,0.53,1.59
Queens,Arverne,750.0,365,2025-11-10,0.0,0.0,0.0
Manhattan,Tribeca,392.0,263,2025-11-10,0.0,0.0,0.0
Brooklyn,Canarsie,279.0,268,2025-11-10,0.0,0.0,0.0
Queens,Sunnyside,102.0,215,2025-11-10,1.0,0.8,0.8
Brooklyn,Carroll Gardens,222.0,141,2025-11-10,0.0,0.0,0.0
Queens,Ditmars Steinway,137.0,165,2025-11-10,0.0,0.0,0.0
Manhattan,West Village,3000.0,154,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,200.0,286,2025-11-10,0.0,0.0,0.0
Manhattan,Hell's Kitchen,217.0,365,2025-11-10,0.0,0.0,0.0
Queens,Rockaway Beach,48.0,203,2025-11-10,0.0,0.0,0.0
Queens,East Elmhurst,97.0,130,2025-11-10,0.0,0.0,0.0
Brooklyn,East New York,212.0,318,2025-11-10,5.0,0.46,2.3000000000000003
Manhattan,East Village,208.0,306,2025-11-10,0.0,0.0,0.0
Brooklyn,Park Slope,251.0,365,2025-11-10,5.0,0.47,2.3499999999999996
Brooklyn,Sheepshead Bay,250.0,269,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,97.0,136,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,152.0,87,2025-11-10,4.0,0.71,2.84
Brooklyn,Bedford-Stuyvesant,252.0,234,2025-11-10,4.0,0.43,1.72
Manhattan,East Harlem,235.0,269,2025-11-10,5.0,0.44,2.2
Manhattan,Chinatown,714.0,349,2025-11-10,0.0,0.0,0.0
Queens,Arverne,1129.0,364,2025-11-10,0.0,0.0,0.0
Queens,Astoria,52.0,0,2025-11-10,0.0,0.0,0.0
Queens,Astoria,52.0,334,2025-11-10,3.0,0.48,1.44
Manhattan,East Harlem,172.0,333,2025-11-10,5.0,0.71,3.55
Brooklyn,Greenpoint,81.0,340,2025-11-10,5.0,0.83,4.1499999999999995
Queens,South Ozone Park,199.0,32,2025-11-10,5.0,0.7,3.5
Brooklyn,Bedford-Stuyvesant,180.0,118,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,130.0,179,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,222.0,305,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,174.0,358,2025-11-10,4.0,0.8,3.2
Queens,Astoria,44.0,364,2025-11-10,0.0,0.0,0.0
Manhattan,Upper West Side,139.0,303,2025-11-10,0.0,0.0,0.0
Bronx,Pelham Gardens,120.0,224,2025-11-10,0.0,0.0,0.0
Manhattan,Morningside Heights,196.0,339,2025-11-10,0.0,0.0,0.0
Manhattan,Midtown,276.0,178,2025-11-10,4.0,0.63,2.52
Brooklyn,Bushwick,82.0,56,2025-11-10,0.0,0.0,0.0
Bronx,Pelham Bay,166.0,363,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,87.0,326,2025-11-10,0.0,0.0,0.0
Brooklyn,Greenpoint,275.0,112,2025-11-10,0.0,0.0,0.0
Queens,Sunnyside,62.0,240,2025-11-10,0.0,0.0,0.0
Brooklyn,Bedford-Stuyvesant,190.0,59,2025-11-10,0.0,0.0,0.0
Manhattan,Gramercy,349.0,55,2025-11-10,0.0,0.0,0.0
Manhattan,Upper East Side,399.0,165,2025-11-10,0.0,0.0,0.0
Brooklyn,Bushwick,117.0,336,2025-11-10,0.0,0.0,0.0
Brooklyn,Gowanus,204.0,275,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,96.0,177,2025-11-10,0.0,0.0,0.0
Manhattan,Tribeca,285.0,179,2025-11-10,5.0,0.34,1.7000000000000002
Queens,Rego Park,100.0,269,2025-11-10,0.0,0.0,0.0
Manhattan,Lower East Side,187.0,321,2025-11-10,0.0,0.0,0.0
Brooklyn,Crown Heights,200.0,221,2025-11-10,0.0,0.0,0.0
Bronx,North Riverdale,124.0,272,2025-11-10,0.0,0.0,0.0
Manhattan,Kips Bay,152.0,339,2025-11-10,0.0,0.0,0.0
Manhattan,West Village,592.0,7,2025-11-10,4.0,0.36,1.44
Brooklyn,Park Slope,224.0,325,2025-11-10,0.0,0.0,0.0
Brooklyn,Canarsie,72.0,178,2025-11-10,5.0,0.63,3.15
Brooklyn,Midwood,81.0,349,2025-11-10,0.0,0.0,0.0
Manhattan,Harlem,2025.0,83,2025-11-10,3.0,0.5,1.5
Manhattan,Upper East Side,142.0,58,2025-11-10,0.0,0.0,0.0
Brooklyn,Williamsburg,242.0,169,2025-11-10,0.0,0.0,0.0
Queens,Woodside,70.0,93,2025-11-10,0.0,0.0,0.0
Manhattan,East Village,156.0,16,2025-11-10,0.0,0.0,0.0
